smiles,pka,marvin_pKa_type
CC(=O)OCC(=NO)C(C)=NO,9.7,acidic
CC(=O)OCC1CC2CCN1CC2,9.88,basic
CC(=O)OCC1CN2CCC1CC2,10.29,basic
CC(=O)OCCCCCc1ccc(S(N)(=O)=O)cc1,10.3,acidic
CC(=O)OCCCCc1ccc(S(N)(=O)=O)cc1,10.48,acidic
CC(=O)OCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,8.05,acidic
CC(=O)OCCCc1ccc(S(N)(=O)=O)cc1,10.22,acidic
CC(=O)OCCN(C)C,8.3,basic
CC(=O)OCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,8.65,acidic
CC(=O)OCCc1c[nH]cn1,6.97,basic
CC(=O)OO,8.19,acidic
CC(=O)O[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6COC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,4.6,basic
CC(=O)O[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CNCCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,7.7,basic
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,9.54,basic
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,8.72,basic
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,7.95,basic
CC(=O)Oc1cccc2cccc(O)c12,9.69,acidic
CC(=O)Oc1cccc2cccnc12,3.3,basic
CC(=O)Oc1ccccc1C(=O)NCC(=O)O,3.77,acidic
CC(=O)Oc1ccccc1C(=O)O,3.5,acidic
CC(=O)SCCN(C)C,8.27,basic
CC(=O)Sc1ccc(O)cc1,8.88,acidic
CC(=O)c1cc(C(=O)C(C)(C)C)[nH]n1,9.7,acidic
CC(=O)c1cc(C(=O)c2ccccc2)[nH]n1,9.01,acidic
CC(=O)c1cc(C(C)=O)[nH]n1,8.98,acidic
CC(=O)c1cc(C)c(C)cc1O,11.56,acidic
CC(=O)c1cc[nH]n1,11.85,acidic
CC(=O)c1ccc(C(=O)O)cc1,3.72,acidic
CC(=O)c1ccc(C(=O)O)s1,3,acidic
CC(=O)c1ccc(CC(=O)O)s1,3.8,acidic
CC(=O)c1ccc(Cc2c3ccccc3nc3ccccc23)cc1,6.12,basic
CC(=O)c1ccc(N)cc1,2.385,basic
CC(=O)c1ccc(NN=C(C#N)C#N)cc1,5.85,acidic
CC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,6.94,acidic
CC(=O)c1ccc(O)c2ncccc12,5.86,acidic
CC(=O)c1ccc(O)cc1,7.9,acidic
CC(=O)c1ccc(S)cc1,5.33,acidic
CC(=O)c1cccc(C(=O)O)c1,3.84,acidic
CC(=O)c1cccc(N)c1,3.61,basic
CC(=O)c1cccc(NS(=O)(=O)C(F)(F)F)c1,3.75,acidic
CC(=O)c1cccc(O)c1,9.12,acidic
CC(=O)c1ccccc1C(=O)O,4.15,acidic
CC(=O)c1ccccc1N,2.31,basic
CC(=O)c1ccccc1O,10.37,acidic
CC(=O)c1cccnc1,3.32,basic
CC(=O)c1ccncc1,3.6,basic
CC(=O)n1ccnc1,3.6,basic
CC(=O)n1ccnc1C,5.03,basic
CC(=S)Nc1ccc(Cl)cc1,11.06,acidic
CC(=S)Nc1ccccc1,11.56,acidic
CC(Br)C(=O)O,2.97,acidic
CC(C#Cc1ccccc1)COC[n+]1ccn(C)c1C=NO,7.99,acidic
CC(C#N)C(=O)O,2.37,acidic
CC(C#N)C(C)(C)C(=O)O,3.97,acidic
CC(C#N)CC(=O)O,3.95,acidic
CC(C#N)CN,7.75,basic
CC(C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,4.4,acidic
CC(C(=O)O)=C1CC(=O)C(C)C1C,4.4,acidic
CC(C(=O)O)C(C#N)c1ccccc1,3.7,acidic
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,4.386667,acidic
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,4,acidic
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,4.6,acidic
CC(C(=O)O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,4,acidic
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,4.7,acidic
CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,6.9,acidic
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,4.307,acidic
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,4.5,acidic
CC(C(=O)O)c1cccc2nc(-c3ccc(Cl)cc3)oc12,6.25,acidic
CC(C(=O)O)c1cccc2nc(-c3ccccc3)oc12,6.2,acidic
CC(C(N)=O)S(=O)(=O)NC(N)=O,5.21,acidic
CC(C(O)c1ccccc1)N(C)C,9.3,basic
CC(C)(C#N)CC(=O)O,4.04,acidic
CC(C)(C(=O)O)C(C#N)c1ccccc1,3.95,acidic
CC(C)(C(=O)O)C(C(N)=O)c1ccccc1,4.8,acidic
CC(C)(C(N)=O)S(=O)(=O)NC(N)=O,5.15,acidic
CC(C)(C(N)=O)S(N)(=O)=O,9.92,acidic
CC(C)(C)C1CCn2nnnc2C(C(=O)O)C1,4.4,acidic
CC(C)(C)CC#CC(=O)O,2.54,acidic
CC(C)(C)CC(=O)n1ccnc1,3.8,basic
CC(C)(C)CC(C)(C)N,10.84,basic
CC(C)(C)CCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,8.7,basic
CC(C)(C)CCN1CC[C@@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,6.7,basic
CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,7.9,basic
CC(C)(C)CN,10.17,basic
CC(C)(C)CNc1ccccc1,4.17,basic
CC(C)(C)COCC(O)CNC(C)(C)C,9.68,basic
CC(C)(C)N,10.765,basic
CC(C)(C)N1C2CCCC21,9.22,basic
CC(C)(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCOCC4)cc3c2)CC1,10,basic
CC(C)(C)N1CCCC(=O)C(O)CCC1,7.6,basic
CC(C)(C)N1NC2CCC1C2,9.12,basic
CC(C)(C)N1NC2CCC1C21CC1,9.33,basic
CC(C)(C)N1NC2CCC1CC2,9.54,basic
CC(C)(C)NC(=O)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,7.6,basic
CC(C)(C)NC1CCCCC1,11.34,basic
CC(C)(C)NCC(O)COC(C1CC1)C1CC1,9.63,basic
CC(C)(C)NCC(O)COCC1CC1,9.73,basic
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,9.2,basic
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,9.735,basic
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,9.7,basic
CC(C)(C)NCCO,10.11,basic
CC(C)(C)NC[C@@H](O)COc1cccc2c1CCCC2=O,9.3,basic
CC(C)(C)NC[C@@H](O)COc1ccccc1C1CCCC1,9.3,basic
CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,9.92,basic
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,9.226,basic
CC(C)(C)NNC(C)(C)C,8.31,basic
CC(C)(C)Nc1ccccc1,7.15,basic
CC(C)(C)OC(=O)NC(CCC(N)=O)C(=O)O,3.66,acidic
CC(C)(C)SC(=N)c1ccccc1,9.24,basic
CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,5.9,basic
CC(C)(C)[C@]1(O)CCN2C[C@@H](c3ccccc3)c3ccccc3[C@@H]2C1,7.03,basic
CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,7.15,basic
CC(C)(C)c1cc(N)cc(C(C)(C)C)c1,4.97,basic
CC(C)(C)c1ccc(C(=O)O)cc1,4.36,acidic
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,8.6,basic
CC(C)(C)c1ccc(N)cc1,4.95,basic
CC(C)(C)c1ccc(SCC(=O)O)cc1,3.76,acidic
CC(C)(C)c1ccc2c(c1)C(=O)NC2=O,10.21,acidic
CC(C)(C)c1cccc(C(C)(C)C)n1,4.95,basic
CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,5.7,basic
CC(C)(C)c1ccccc1N,3.78,basic
CC(C)(C)c1ccccn1,5.72,basic
CC(C)(C)c1cccnc1,5.82,basic
CC(C)(C)c1ccnc(C(C)(C)C)c1,6.7,basic
CC(C)(C)c1ccncc1,5.95,basic
CC(C)(C)n1ccnc1,7.35,basic
CC(C)(Cl)C(=O)O,2.97,acidic
CC(C)(N)C#N,5.3,basic
CC(C)(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CCc3ccccc32)CC1,7.9,basic
CC(C)(N)CNC(=O)CC1CCC2(CC1)COC1(OO2)C2CC3CC(C2)CC1C3,9.05,basic
CC(C)(N)CNC(=O)CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3,9.05,basic
CC(C)(N)CNC(=O)C[C@H]1CC[C@@]2(CC1)C[C@@]1(OO2)C2CC3CC(C2)CC1C3,9.05,basic
CC(C)(N)CNC(=O)C[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,9.05,basic
CC(C)(N)CO,9.74,basic
CC(C)(N)Cc1ccccc1,10.13,basic
CC(C)(N)c1ccccc1,10.38,basic
CC(C)(O)CCSc1ccc(S(N)(=O)=O)cc1,10,acidic
CC(C)(O)c1ccn2ccnc2c1,7.2,basic
CC(C)(O)c1ccn2ccnc2c1F,5.4,basic
CC(C)=C(C#N)C(=O)O,3.04,acidic
CC(C)=C(C(N)=O)C(=O)O,3.95,acidic
CC(C)=C1CNC(C(=O)O)C1CC(N)=O,9.47,basic
CC(C)=C=CC(C)(C)C(=O)O,4.7,acidic
CC(C)=CC(=O)C=NO,8.9,acidic
CC(C)=CC(=O)O,5.12,acidic
CC(C)=CCC(=O)O,4.65,acidic
CC(C)=CCC1C(=O)C(C(=O)CC(C)C)C(=O)C(CC=C(C)C)(CC=C(C)C)C1=O,6.18,acidic
CC(C)=CCN(C1=NCCN1)c1c(Br)cccc1Br,10.75,basic
CC(C)=CCOC[n+]1ccn(C)c1C=NO,8.04,acidic
CC(C)=NNS(C)(=O)=O,8.5,acidic
CC(C)C(=NO)c1ccc(Sc2cc(F)cc(C3CCOCC3)c2)cc1,10.8,acidic
CC(C)C(=O)C(C)(C)CN(C)C,9.3,basic
CC(C)C(=O)CC(=O)C(C)C,9.86,acidic
CC(C)C(=O)CC=O,6.68,acidic
CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]1CCNC1,9.4,basic
CC(C)C(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,9.4,basic
CC(C)C(=O)O,4.76,acidic
CC(C)C(Br)C(=O)O,2.82,acidic
CC(C)C(C#Cc1ccccc1)OC[n+]1ccn(C)c1C=NO,8.06,acidic
CC(C)C(C(=O)O)N1CC(NC(=O)Cc2ccccc2)C1=O,3.48,acidic
CC(C)C(C(C)C)N(C)C,10.06,basic
CC(C)C(N)C(C)C,10.4,basic
CC(C)C(N)C(N)=O,8,basic
CC(C)C(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.13,acidic
CC(C)C(O[C@H]1OC(C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O)C(C)C,3.89,acidic
CC(C)C([NH2+]c1ccccc1)C(=O)O,4.4,acidic
CC(C)C12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,3.83,acidic
CC(C)C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1N,5.2,basic
CC(C)C1C(=O)N(S(C)(=O)=O)[C@@H]2CN(C(=O)C=CCN3CCCCC3)C[C@@H]12,8.44,basic
CC(C)C1C(=O)c2ccccc2C1=O,7.4,acidic
CC(C)C1CC(CC(=O)O)[NH2+]C1C(=O)O,3.05,basic
CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,3.1,acidic
CC(C)CC(=O)CC(=O)C(F)(F)F,6.52,acidic
CC(C)CC(=O)O,4.79,acidic
CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCNCC3)cc2)c1,8.77,basic
CC(C)CC(N)C(=O)NCCCS(=O)(=O)Oc1ccc(C(F)(F)F)cc1,8.9,basic
CC(C)CC(N)C(=O)NCCCS(=O)(=O)Oc1ccc(Cl)cc1,9.6,basic
CC(C)CC(N)C(N)=O,7.92,basic
CC(C)CC1(C)N=C(N)N(Cc2cccc(Cl)c2)C1=O,7.2,basic
CC(C)CC1CC(=O)C(C(=O)Nc2ccc(C3CCCCC3)cc2)C(=O)N1,6.5,acidic
CC(C)CCC(=O)O,4.84,acidic
CC(C)CCCC(C)N,10.28,basic
CC(C)CCN,10.93,basic
CC(C)CCN(C1=NCCN1)c1c(Br)cccc1Br,10.9,basic
CC(C)CCNCCC(C)C,10.9,basic
CC(C)CCOC[n+]1ccn(C)c1C=NO,8.06,acidic
CC(C)CCOc1ccc2c(c1)[C@H]1OCCC[C@H]1[C@@H](C1CCOCC1)N2,3.8,basic
CC(C)CCOc1ccccc1/C=C/C(=O)O,4.85,acidic
CC(C)CCOc1ccccc1/C=C\C(=O)O,4.38,acidic
CC(C)CCSC(=N)c1ccccc1,8.43,basic
CC(C)CCn1cc(O)nn1,7,acidic
CC(C)CN,10.36,basic
CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,10,basic
CC(C)CN(C)C,9.91,basic
CC(C)CN(C)c1ccccc1,5.2,basic
CC(C)CN(C1=NCCN1)c1c(Br)cccc1Br,11.02,basic
CC(C)CN(CC(C)C)C(=S)S,3.4,acidic
CC(C)CN(CC(C)O)CC(C)O,8.8,basic
CC(C)CN1CCC(Oc2ccc3cc(C(=O)N4CCC(C)CC4)ccc3c2)CC1,9.8,basic
CC(C)CNC(=O)C(C)NC(=O)c1[nH]ccc(=O)c1O,6,acidic
CC(C)CNC(=O)C(Cc1ccccc1)NC(=O)c1[nH]ccc(=O)c1O,6,acidic
CC(C)CNC(=O)C1CC(F)(c2ccc(CN3CCCC3)c(F)c2)C1,9.2,basic
CC(C)CNC(=O)CNC(=O)c1[nH]ccc(=O)c1O,6.2,acidic
CC(C)CNC(C)C,10.55,basic
CC(C)CNCC(C)C,10.59,basic
CC(C)CN[C@H](c1ccccc1)[C@H](O)c1ccccc1,11.34,basic
CC(C)CNc1ccccc1,4.84,basic
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,9.3,basic
CC(C)COCC(O)CNC(C)(C)C,9.73,basic
CC(C)COc1ccc(C(=O)O)cc1,4.48,acidic
CC(C)COc1noc2c1CNCC2,7.7,basic
CC(C)CS(=O)O,2.75,acidic
CC(C)CSC(=N)c1ccccc1,8.22,basic
CC(C)CSCCN,8.73,basic
CC(C)C[C@H](O)[C@H](O)[C@@H](N)CC1CCCCC1,9.3,basic
CC(C)Cc1ccc(C(C)C(=O)O)cc1,4.812857,acidic
CC(C)Cc1ccc(O)cc1,10.2,acidic
CC(C)Cc1ccccc1O,10.5,acidic
CC(C)N,10.64,basic
CC(C)N(/C=N\c1ccn(C2CC(F)C(CO)O2)c(=O)n1)C(C)C,5.13,basic
CC(C)N(/C=N\c1ccn(C2CCC(CO)O2)c(=O)n1)C(C)C,5.28,basic
CC(C)N(C(C)C)C(C)C,11.86,basic
CC(C)N(C)C,10.3,basic
CC(C)N(C1=NCCN1)c1c(Br)cccc1Br,11.2,basic
CC(C)N(CC1CO1)CC1CO1,7.07,basic
CC(C)N(CCCl)CCCl,7,basic
CC(C)N(CCNC(=O)C1C[C@@H]1c1ccccc1)C(C)C,9.7,basic
CC(C)N(CCO)C(C)C,10.08,basic
CC(C)N(CCc1ccccc1)CCc1ccccc1,10.02,basic
CC(C)N(Cc1c[nH]cn1)c1ccc(Cl)cc1,3.5,basic
CC(C)N(Cc1no[n+]([O-])c1C#N)C(C)C,5.35,basic
CC(C)N(c1ccc(Oc2ccccc2C(F)(F)F)cc1C(=O)O)C(=O)[C@H]1CC[C@H](C)CC1,5.5,acidic
CC(C)N(c1ccccc1)C(C)C,6.19,basic
CC(C)N1C2CCCC21,8.31,basic
CC(C)N1CCC(C(=O)Nc2cccc(OCc3ccc(F)cc3)c2)CC1,9.4,basic
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,8.7,basic
CC(C)N1CCC(Oc2cc3[nH]c(C(=O)N4CCOCC4)cc3cc2F)CC1,9.5,basic
CC(C)N1CCC(Oc2ccc(C3(C(N)=O)CCOCC3)cc2)CC1,9.78,basic
CC(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCC(F)(F)CC4)cc3c2)CC1,9.7,basic
CC(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCC(O)C4)cc3c2)CC1,9.8,basic
CC(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCCC(F)(F)C4)cc3c2)CC1,10,basic
CC(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCCCCC4)cc3c2)CC1,9.7,basic
CC(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCOCC4)cc3c2)CC1,10,basic
CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3C(C)C)CC1,9.9,basic
CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3CC#N)CC1,9.8,basic
CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3CC(F)(F)F)CC1,9.7,basic
CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3S(C)(=O)=O)CC1,9.6,basic
CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCOCC2)n3CC(F)(F)F)CC1,9.7,basic
CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCS(=O)(=O)CC2)n3CC(F)(F)F)CC1,9.6,basic
CC(C)N1CCC(Oc2ccc3cc(C(=O)N4CCC(CO)CC4)ccc3c2)CC1,9.6,basic
CC(C)N1CCC(Oc2ccc3cc(C(=O)N4CCCC4C)ccc3c2)CC1,9.71,basic
CC(C)N1CCC(Oc2ccc3cc(C(=O)N4CCOCC4)[nH]c3c2)CC1,9.7,basic
CC(C)N1CCC(Oc2ccc3cc(C(=O)N4CCOCC4)ccc3c2)CC1,9.3,basic
CC(C)N1CCC(Oc2ccc3nc(C(=O)N4CCC4)ccc3c2)CC1,9.5,basic
CC(C)N1CCC(Oc2ccc3nc(C(=O)N4CCC[C@H]4C#N)ccc3c2)CC1,9.5,basic
CC(C)N1CCC(Oc2ccc3nc(C(=O)N4CCOCC4)ccc3c2)CC1,9.5,basic
CC(C)N1CCCC1,11.22,basic
CC(C)N1CCCCC1,10.96,basic
CC(C)N1[C@H]2CCC(Oc3ccc4nc(C(=O)N5CCOCC5)ccc4c3)C[C@@H]1C2,8.97,basic
CC(C)N=C1NS(=O)(=O)c2cc(Cl)ccc2S1,9.76,acidic
CC(C)NC(=S)S,3.1,acidic
CC(C)NC(C)C,11.04,basic
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,9.555,basic
CC(C)NCC(O)COc1ccc(CCNC(=O)NC(C)C)cc1,9.18,basic
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,9.305,basic
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,9.446667,basic
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,9.52,basic
CC(C)NCC(O)COc1cccc2[nH]ccc12,9.395,basic
CC(C)NCC(O)COc1cccc2ccccc12,9.518824,basic
CC(C)NCC(O)COc1ccccc1,9.45,basic
CC(C)NCC(O)c1cccc(F)c1,9.48,basic
CC(C)NCCC#N,8,basic
CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,9.57,basic
CC(C)NC[C@H](O)COc1cccc2ccccc12,9.5,basic
CC(C)N[C@H](c1ccccc1)[C@H](O)c1ccccc1,11.79,basic
CC(C)Nc1ccccc1,5.67,basic
CC(C)OC(N)=NC(=N)Nc1ccc(Cl)cc1,9.35,basic
CC(C)OC[n+]1ccn(C)c1C=NO,7.93,acidic
CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CCN(C(CO)CO)C4)no2)cc1C#N,7.28,basic
CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CCN(C(CO)CO)CC4)no2)cc1C#N,7.805,basic
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCN(C(CO)CO)C4)no2)cc1C#N,7.3,basic
CC(C)Oc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.43,acidic
CC(C)Oc1cccc2c1N=C(NCC(F)F)NC2C,10.2,basic
CC(C)Oc1noc2c1CNCC2,7.5,basic
CC(C)SC(=N)c1ccccc1,8.04,basic
CC(C)SC(C)C(=O)O,3.78,acidic
CC(C)SCC(=O)O,3.72,acidic
CC(C)SCCN,9.23,basic
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1N,10.52,basic
CC(C)[C@@]12CNC(C(=O)O)C1CC(=O)O2,7.8,basic
CC(C)[C@H]1CC[C@H](C)C[C@@H]1N,10.63,basic
CC(C)c1cc(=O)c(O)ccc1Br,6.53,acidic
CC(C)c1ccc(Br)c(=O)c(O)c1,6.28,acidic
CC(C)c1ccc(C(=O)/C=C/C(=O)O)cc1,3.4,acidic
CC(C)c1ccc(C(=O)O)cc1,4.31,acidic
CC(C)c1ccc(CCCN(C)C)cc1,10.49,basic
CC(C)c1ccc(O)cc1,10.1,acidic
CC(C)c1cccc(=O)c(O)c1Br,6.68,acidic
CC(C)c1cccc(C(=O)O)c1,4.27,acidic
CC(C)c1cccc(C(C)C)c1NC1=NCCN1,10.65,basic
CC(C)c1cccc2ccc(O)cc12,9.52,acidic
CC(C)c1ccccc1C(=O)O,3.64,acidic
CC(C)c1ccccc1N,4.42,basic
CC(C)c1ccccc1O,10.4,acidic
CC(C)c1ccccn1,5.83,basic
CC(C)c1cccnc1,5.72,basic
CC(C)c1ccncc1,6.02,basic
CC(C)c1csc(C(=O)O)c1,3.64,acidic
CC(C)c1nc2ccccc2[nH]1,6.23,basic
CC(C)c1nn[nH]n1,5.55,acidic
CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12,2.86,basic
CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,4.405,acidic
CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,4.31,acidic
CC(C)n1c(=N)[nH]c2ccc(C(=CC(N)=O)c3cccc(F)c3F)cc21,6.7,basic
CC(C)n1cnc2ccccc21,5.74,basic
CC(C=C(c1cccs1)c1cccs1)N(C)C,8.95,basic
CC(C=C(c1cccs1)c1cccs1)N1CCCCC1,8.46,basic
CC(C=C(c1cccs1)c1cccs1)N1CCCCC1C,7.46,basic
CC(C=C(c1cccs1)c1cccs1)N1CCCCCC1,7.96,basic
CC(C=C(c1cccs1)c1cccs1)N1CCCCCCC1,7.52,basic
CC(CC(=O)O)C(N)=O,4.59,acidic
CC(CC(C#N)(c1ccccc1)c1ccccc1)N1CCCCC1,7.73,basic
CC(CC(C#N)(c1ccccc1)c1ccccc1)N1CCOCC1,6.1,basic
CC(CC(O)(c1ccccc1)c1ccccc1)N1CCCCC1,8.62,basic
CC(CC(c1ccccc1)c1ccccc1)N1CCCCC1,8.8,basic
CC(CC(c1ccccc1)c1ccccc1)N1CCOCC1,6.9,basic
CC(CN(C)C)C(C#N)(c1ccccc1)c1ccccc1,7.9,basic
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,8.72,basic
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,9.235,basic
CC(CN1CCCCC1)C(C#N)(c1ccccc1)c1ccccc1,7.54,basic
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,9.07,basic
CC(CO)CN(C)C,9.75,basic
CC(Cc1ccccc1)N(C)CCC#N,6.95,basic
CC(Cc1ccccc1)NCCC#N,7.23,basic
CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,8.92,basic
CC(Cl)C(=O)O,2.88,acidic
CC(Cl)CN,8.54,basic
CC(Cl)CN(C)C,8.12,basic
CC(I)C(=O)O,3.21,acidic
CC(N)(CO)CO,8.8,basic
CC(N)=NO,5.9,basic
CC(N)C(N)=O,8.02,basic
CC(N)CC#N,7.85,basic
CC(N)CC1CCCCC1,10.14,basic
CC(N)CCCc1ccccc1,9.99,basic
CC(N)CCc1ccccc1,9.78,basic
CC(N)CO,9.43,basic
CC(N)Cc1ccc2c(c1)OCO2,9.67,basic
CC(N)Cc1ccccc1,9.9,basic
CC(N)c1ccccc1,9.36,basic
CC(N=O)=NO,5.8,acidic
CC(NC(=O)c1[nH]ccc(=O)c1O)C(=O)NCc1ccccc1,6,acidic
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,8.6,basic
CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,9.04,basic
CC(O)(C(=O)O)c1ccccc1,3.53,acidic
CC(O)(c1ccccc1)C(C(=O)O)c1ccc(-c2ccccc2)cc1,3.38,acidic
CC(O)=NO,9.07,acidic
CC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.3,acidic
CC(O)C(O)c1cnc2[nH]c(=N)[nH]c(=O)c2n1,10.06,acidic
CC(O)CC(=O)O,4.5,acidic
CC(O)CN(C)CC(C)O,8.7,basic
CC(O)CN(C)CCO,8.69,basic
CC(O)CN(CC(C)O)C(C)(C)C,9.36,basic
CC(O)CN(CC(C)O)C(C)C,9.33,basic
CC(O)CN(CCO)C(C)(C)C,9.2,basic
CC(O)CN(Cc1ccccc1)CC(C)O,7.5,basic
CC(O)CNC(C)(C)C,10,basic
CC(O)CNCC(C)O,8.88,basic
CC(O)CNCCO,8.81,basic
CC(O)[C@@H]1C[C@H](CC(=O)O)C1(C)C,4.83,acidic
CC(O)c1cccc(O)c1CO,9.9,acidic
CC(OCC(O)CNC(C)(C)C)C1CC1,9.76,basic
CC(OC[n+]1ccn(C)c1C=NO)C1CCCCC1,8.05,acidic
CC(Oc1nnc(-c2ccncc2)n1C)c1nnc(-c2cccc(Cl)c2)o1,3.7,basic
CC(Oc1nnc(-c2ccncc2)n1C)c1noc(-c2cccc(Cl)c2)n1,3.4,basic
CC(P)C(=O)O,4.15,acidic
CC([C@H](O)c1ccccc1)N(C)C,9,basic
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,9.203333,basic
CC/C=C/CCOC[n+]1ccn(C)c1C=NO,7.99,acidic
CC/C=C/COC[n+]1ccn(C)c1C=NO,8,acidic
CC/C=C\COC[n+]1ccn(C)c1C=NO,8.06,acidic
CC/N=c1\sc(-c2ccccc2)nn1CC,6.7,basic
